record_id,report_date,system_id,feeder_id,feeder_name,is_system_wide,saidi,saifi,caidi,maifi,customer_count,total_interruptions,total_momentary_interruptions,notes
R333,2023-01-18,SYS-BUFFALO-31,,,true,19.7,0.72,27.4,0.5,13700,15,6,"Buffalo city-wide, stable reliability year, minimal weather events."
R334,2024-04-07,SYS-LITTLE ROCK-32,LROCK-157,Hickory Valley,false,59.4,0.9,66,1.1,2410,16,5,"Hickory Valley feeder, outages due to vegetation growth and wind gusts."
R335,2022-04-29,SYS-ATLANTA-34,,,true,95.5,1.79,53.4,1.9,42600,172,36,"Atlanta utility annual report, high interruptions due to spring storms."
R336,2021-10-27,SYS-PHOENIX-35,PHOENIX-212,Camelback,false,77.8,1.07,72.7,,1890,18,5,"Camelback feeder, autumn maintenance interruptions and isolated faults."
R337,2023-07-11,SYS-INDIANAPOLIS-36,,,true,87.2,1.22,71.4,2,29300,103,27,"Indianapolis system-wide, momentary interruptions spiked in July storms."
R338,2020-06-13,SYS-SANTAFE-37,SANTAFE-221,Old Town,false,68.2,1.24,55.7,0.9,1720,13,2,"Old Town feeder, minimal outages, system upgrade completed."
R339,2022-12-03,SYS-RALEIGH-38,,,true,34.9,0.84,41.4,0.7,15800,28,9,"Raleigh city-wide metrics, reliability impacted by ice storm in December."
R340,2023-06-22,SYS-CINCINNATI-39,CINCY-117,Woodland Ridge,false,58.1,0.85,68.3,1.2,2210,12,4,"Woodland Ridge feeder, interruptions due to substation faults in June."
R341,2024-02-09,SYS-SEATTLE-40,,,true,31.6,0.82,38.7,,13700,19,7,"Seattle system-wide, annual reliability report, mild winter impacts."
R342,2021-09-22,SYS-TAMPA-41,TAMPA-011,Sunset Park,false,48.5,0.7,69.3,0.5,1630,11,3,"Sunset Park feeder, interruptions due to transformer replacements."
R343,2023-05-03,SYS-DESMOINES-42,,,true,48.9,0.99,49.4,1,18700,36,10,"Des Moines system, annual metrics report, minor outages from wind events."
R344,2020-10-23,SYS-SALEM-43,SALEM-144,Foothills,false,79.6,1.15,69.2,,1850,15,5,"Foothills feeder, interruptions from line faults and equipment upgrades."
R345,2022-06-18,SYS-LUBBOCK-44,,,true,34.6,0.61,56.7,0.6,11700,21,5,"Lubbock system-wide reliability metrics, typical performance year."
R346,2024-03-02,SYS-FARGO-45,FARGO-218,Maple Valley,false,72.1,1.33,54.2,1.3,2090,17,6,"Maple Valley feeder, interruptions due to substation maintenance and wind."
R347,2021-03-30,SYS-AKRON-46,,,true,51.4,1.02,50.4,,19800,33,8,"Akron system-wide reliability, annual performance within target range."
R348,2023-08-14,SYS-BILLINGS-47,BILLINGS-289,Pine Ridge,false,88.7,1.08,82.2,1.5,2470,18,5,"Pine Ridge feeder, interruptions after heavy summer rainfall."
R349,2022-02-03,SYS-ORLANDO-48,,,true,41.2,0.97,42.2,0.5,16400,27,7,"Orlando city-wide reliability, outages mostly due to equipment faults."
R350,2024-05-11,SYS-BOISE-49,BOISE-026,Vista Heights,false,73.5,1.21,60.8,,2150,17,4,"Vista Heights feeder, reliability impacted by preventive maintenance in May."
R801,2022-03-15,SYS-MADISON-06,,,true,44.7,1.16,38.53,1.02,18500,68,19,"Annual system-wide summary for Madison utility, including upgrades and mild storm events."
R802,2023-08-17,SYS-OMAHA-11,OMAHA-502,Westside Commerce,false,23.4,0.91,25.73,6.44,3055,15,37,"Feeder experienced high momentary interruptions due to summer storms, commercial area."
R803,2021-11-03,SYS-ROCHESTER-03,,,true,12.1,0.56,21.81,,24700,54,8,"Low interruption year for Rochester, with minimal weather-related events."
R804,2020-04-21,SYS-GREENVILLE-13,GREEN-104,Pine Valley,false,59.8,1.64,62.91,1.21,845,22,2,"Rural feeder with aging infrastructure, Pine Valley experienced moderate outages."
R805,2022-07-06,SYS-BOSTON-21,,,true,0,0,0,,31100,0,0,System-wide report for Boston utility; no recorded interruptions this period.
R806,2023-02-12,SYS-DALLAS-16,DALLAS-293,Meadowbrook Estates,false,41.2,1.03,39.98,0.74,1230,17,6,Meadowbrook Estates feeder had minor outages during winter storms.
R807,2022-12-22,SYS-SPOKANE-14,SPOK-511,North Industrial,false,149.2,2.72,54.85,2.03,3852,32,9,"Industrial feeder, North Spokane, saw increased outages due to equipment failure."
R808,2024-01-19,SYS-BOISE-02,,,true,18.6,0.72,21.05,0.59,22100,40,12,Boise system-wide summary with average outage rates and momentary interruptions.
R809,2023-06-30,SYS-HARTFORD-19,HART-220,Elmwood Residential,false,75.3,1.48,51.04,0.83,1620,23,5,Elmwood Residential experienced increased outages after a severe thunderstorm.
R810,2021-09-24,SYS-TULSA-17,,,true,29.9,1.24,24.11,,29400,57,11,Tulsa system-wide metrics; outages primarily due to scheduled upgrades.
R811,2023-04-03,SYS-RENO-23,RENO-108,South Hills,false,189.4,2.94,64.47,1.98,930,41,3,South Hills feeder in Reno experienced extended outages from wildfires.
R812,2022-10-11,SYS-LINCOLN-09,,,true,0,0,0,,15100,0,0,"Lincoln system-wide report, no interruptions recorded, routine maintenance period."
R813,2024-04-09,SYS-ALBANY-18,ALBNY-321,Riverside,false,119.7,1.55,77.29,2.12,1720,28,7,Riverside feeder in Albany faced moderate outages due to spring flooding.
R814,2020-08-02,SYS-MOBILE-10,,,true,38.2,0.93,38.98,0.57,26500,61,14,Mobile system-wide summary; typical summer storm interruptions.
R815,2023-12-07,SYS-CHATTANOOGA-25,CHATT-406,Mapleview Estates,false,45.6,0.86,53.02,1.19,1340,14,4,"Mapleview Estates feeder, Chattanooga, minor outages following ice storm."
R816,2021-05-28,SYS-FRESNO-15,,,true,99.6,1.92,51.91,,18700,111,27,"Fresno system-wide report, higher-than-average outages due to heatwave."
R817,2022-06-14,SYS-MINNEAPOLIS-08,MINN-215,Lakeside North,false,87.2,1.44,60.58,0.65,2050,18,8,"Lakeside North feeder, Minneapolis, moderate outages during summer storms."
R818,2023-01-25,SYS-NEWARK-22,,,true,13.5,0.49,27.55,0.38,18300,26,5,"Newark system-wide, low outages, improved reliability after upgrades."
R819,2020-10-16,SYS-COLUMBUS-05,COL-012,Eastside Suburban,false,164.9,2.11,78.16,,810,27,0,"Eastside Suburban feeder in Columbus, rural area, aging lines caused frequent outages."
R820,2024-02-28,SYS-PHOENIX-27,,,true,31.8,0.98,32.45,0.96,33600,50,18,"Phoenix system-wide annual summary, typical urban reliability metrics."
R821,2022-11-13,SYS-INDIANAPOLIS-24,INDY-303,Broad Ripple,false,69.3,1.23,56.33,1.48,2570,21,6,"Broad Ripple feeder, Indianapolis, outages mostly due to construction nearby."
R822,2021-12-10,SYS-SANJOSE-12,,,true,56.2,1.49,37.73,,27000,76,17,"San Jose system-wide, minor outages, routine annual report."
R823,2020-09-11,SYS-TUCSON-20,TUCSON-809,Desert Park,false,95.4,1.62,58.89,0.98,1460,19,7,"Desert Park feeder, Tucson, moderate outages after monsoon season."
R824,2023-07-21,SYS-OKLAHOMA-01,,,true,67.8,1.55,43.74,1.31,28100,105,24,"Oklahoma City system-wide, outages increased due to tornadoes."
R825,2022-05-16,SYS-LITTLE-ROCK-04,LITROCK-482,Hillcrest,false,35.8,1.18,30.34,8.59,3135,12,43,"Hillcrest feeder, Little Rock, high momentary interruptions due to spring storms."
R826,2021-10-04,SYS-BUFFALO-07,,,true,24.7,0.79,31.27,0.41,21800,32,9,"Buffalo system-wide, outages below average, no major weather events."
R827,2020-03-22,SYS-SACRAMENTO-28,SAC-994,Riverfront,false,173.2,2.13,81.34,,710,20,,"Riverfront feeder, Sacramento, increased outages during flooding season."
R828,2022-08-09,SYS-PORTLAND-26,,,true,85.5,1.87,45.72,1.44,33900,184,45,"Portland system-wide, higher outages due to windstorm and equipment upgrades."
R829,2021-07-13,SYS-MEMPHIS-29,MEM-377,Southgate,false,61.3,1.27,48.28,1.01,990,13,5,"Southgate feeder in Memphis, outages from lightning strikes and scheduled work."
R830,2024-03-04,SYS-DETROIT-30,,,true,52.3,1.12,46.66,0.89,29800,36,13,"Detroit system-wide, typical reliability metrics, some outages from ice storms."
R831,2022-01-18,SYS-RALEIGH-31,RALEIGH-224,Oakwood,false,97.9,1.71,57.29,1.73,1870,25,6,"Oakwood feeder in Raleigh, outages from wind and fallen trees."
R832,2023-03-28,SYS-MONTGOMERY-32,,,true,78.7,1.64,48.01,1.17,16200,88,19,"Montgomery system-wide, outages increased during tornado season."
R833,2021-04-06,SYS-JACKSON-33,JACK-990,Cedar Ridge,false,51.9,1.11,46.76,0.82,860,11,4,"Cedar Ridge feeder, Jackson, short outages during scheduled line upgrades."
R834,2022-09-27,SYS-BIRMINGHAM-34,,,true,72.1,1.27,56.82,,17200,95,20,"Birmingham system-wide, outages from heavy rain and equipment failure."
R835,2024-05-21,SYS-MILWAUKEE-35,MILW-152,Silver Lake,false,38.6,0.97,39.81,7.92,2440,17,38,"Silver Lake feeder, Milwaukee, high momentary interruptions after thunderstorms."
R836,2023-10-16,SYS-CHARLOTTE-36,,,true,49.2,1.09,45.17,0.62,24100,72,16,"Charlotte system-wide, outages from scheduled construction and minor storms."
R837,2021-08-05,SYS-SAVANNAH-37,SAV-444,Magnolia Gardens,false,131.6,2.16,60.93,1.36,1390,21,7,"Magnolia Gardens feeder, Savannah, outages during hurricane warning."
R838,2022-04-19,SYS-TOPEKA-38,,,true,31.1,0.88,35.34,0.47,21900,29,8,"Topeka system-wide, outages from spring flooding and equipment checks."
R839,2023-05-09,SYS-ELPASO-39,ELPASO-155,Sunset Ridge,false,92.4,1.47,62.89,0.96,1260,16,5,"Sunset Ridge feeder, El Paso, outages due to high winds and substation upgrades."
R840,2021-03-16,SYS-SALEM-40,,,true,58.9,1.06,55.56,1.14,15500,89,23,"Salem system-wide, outages from ice storm and tree damage."
R841,2024-04-30,SYS-ORLANDO-41,ORL-258,Lake Eola,false,80.7,1.43,56.45,0.92,1580,20,7,"Lake Eola feeder, Orlando, outages from thunderstorms and line upgrades."
R842,2022-02-07,SYS-JUNEAU-42,,,true,14.2,0.54,26.28,,17400,21,4,"Juneau system-wide, low outages, improved reliability after upgrades."
R843,2023-06-11,SYS-NEWORLEANS-43,NO-781,Bayou Terrace,false,106.8,1.99,53.68,2.24,1960,27,8,"Bayou Terrace feeder, New Orleans, outages during hurricane recovery."
R844,2020-05-25,SYS-TAMPA-44,,,true,36.4,0.92,39.51,0.73,24300,40,11,"Tampa system-wide, annual summary with below-average interruptions."
R845,2022-07-29,SYS-PITTSBURGH-45,PITT-209,Southside Works,false,48.1,1.08,44.54,7.16,2370,15,32,"Southside Works feeder, Pittsburgh, high momentary interruptions following storms."
R846,2021-06-21,SYS-ANCHORAGE-46,,,true,17.8,0.65,27.47,0.52,23400,25,6,"Anchorage system-wide, low outages, routine annual report."
R847,2023-09-18,SYS-STLOUIS-47,STL-312,Forest Park,false,67.4,1.22,55.18,1.34,1560,15,6,"Forest Park feeder, St. Louis, outages due to tree damage during storms."
R848,2024-02-13,SYS-CINCINNATI-48,,,true,60.4,1.14,52.98,1.01,18900,39,12,"Cincinnati utility system-wide, outages from ice and line upgrades."
R849,2022-05-03,SYS-RICHMOND-49,RICH-173,Westover Hills,false,77.3,1.29,59.93,1.22,1430,16,5,"Westover Hills feeder, Richmond, outages from spring storms and upgrades."
R850,2021-02-12,SYS-ALBUQUERQUE-50,,,true,66.7,1.18,56.54,,20300,66,17,"Albuquerque system-wide summary, outages caused by winter weather."
R801,2023-09-16,SYS-MINNEAP-17,,,true,44.6,1.12,39.8,1.2,21850,52,17,"Annual reliability summary for Minneapolis urban grid, typical year with minor weather impacts."
R802,2024-03-20,SYS-ELPASO-08,ELPASO-202,Airport Commercial Line,false,67.9,1.71,39.7,7.3,1875,21,32,Feeder serving airport and nearby businesses. Higher momentary interruptions due to spring storms.
R803,2022-07-21,SYS-TULSA-13,,,true,62.2,1.35,46.1,1.6,46400,98,45,"Comprehensive system-wide report for Tulsa utility, including outage restoration performance."
R804,2020-12-11,SYS-NEWARK-24,NEWARK-307,Eastside Industrial,false,139.4,2.78,50.1,2.2,720,29,8,Rural/industrial feeder with aging infrastructure; higher sustained outage rates than average.
R805,2021-05-18,SYS-SAVANNH-04,,,true,17.3,0.69,25.1,0.8,14900,37,5,"Savannah system-wide report; strong reliability performance, minimal weather-related events."
R806,2024-01-09,SYS-TORONTO-06,TORONTO-151,Lakefront Residences,false,25.6,0.87,29.4,6.5,2600,13,37,Residential feeder near lakeshore. High momentary interruptions from wind and ice events.
R807,2023-07-25,SYS-OMAHA-20,,,true,71.3,1.43,49.8,1.9,32800,84,12,Omaha metro system-wide metrics; moderate outage frequency with rapid restoration times.
R808,2021-09-08,SYS-MOBILE-11,MOBILE-420,Bayport Industrial,false,185.7,2.98,62.3,2.7,540,37,7,Industrial feeder affected by flood events; outage restoration delayed by access issues.
R809,2022-11-12,SYS-ROCHEST-23,,,true,2.1,0.04,16.9,,92000,20,,"Rochester system-wide report; exceptional reliability, very low outage rates this year."
R810,2020-06-13,SYS-TAMPA-09,TAMPA-193,Downtown Medical,false,39.7,1.05,37.8,1,1420,17,4,Medical district feeder; reliability enhanced by recent infrastructure upgrades.
R811,2023-12-03,SYS-SEATTLE-14,,,true,90.1,1.92,47,2.1,38150,130,29,Seattle system-wide reliability; increased outages due to winter wind storms.
R812,2022-03-17,SYS-NASHVL-10,NASHVL-075,Westwood Estates,false,108.9,2.12,,1.3,680,22,,Rural residential feeder; outage data incomplete for sustained events this period.
R813,2021-11-29,SYS-BISMARCK-03,,,true,0,0,0,,0,0,,Boundary test: No customers or interruptions recorded for this annual cycle.
R814,2024-04-02,SYS-ALBUQRQ-22,ALBUQ-011,Midtown Business,false,33.5,0.98,34.2,5.7,3120,16,39,Business corridor feeder; momentary interruptions increased by spring wind events.
R815,2023-06-10,SYS-MEMPHIS-19,,,true,14.2,0.56,25.5,0.7,17250,16,3,"Memphis urban utility report; minimal outages, typical summer reliability."
R816,2022-08-05,SYS-DENVER-21,DENVER-312,Green Valley North,false,54.8,1.24,44.2,8.9,2900,14,41,Suburban feeder with increased momentary interruptions during summer thunderstorms.
R817,2020-07-29,SYS-BIRMINGH-12,,,true,9.7,0.38,25.6,0.4,15500,19,2,Birmingham system-wide annual report; strong performance with limited disruptions.
R818,2023-10-27,SYS-PORTLND-01,PORTLND-022,Southgate Retail,false,23.4,1.03,22.7,7.6,3580,13,36,Retail area feeder; autumn weather increased momentary outage frequency.
R819,2024-05-26,SYS-FARGO-02,,,true,56.1,1.21,46.3,1.3,26600,49,17,"Fargo annual reliability report; moderate outage rates, rapid restoration."
R820,2021-03-02,SYS-INDIANPL-05,INDIANPL-115,Broad Ripple Homes,false,78.4,1.69,46.3,,1910,19,,Residential feeder serving Broad Ripple area; some data missing for momentary events.
R821,2022-01-17,SYS-CHICAGO-18,,,true,97.7,1.99,49.1,2,42300,105,38,Chicago system-wide metrics; winter ice storm increased outage rates.
R822,2023-02-18,SYS-DALAS-16,DALAS-313,Cedar Crest East,false,56.5,1.18,48.3,6.8,2640,15,33,Residential feeder east of Cedar Crest; increased momentary outages due to local wind.
R823,2020-04-05,SYS-BOSTON-15,,,true,0,0,0,,0,0,,Boundary test: Boston system-wide report with no customers/data for outage metrics.
R824,2021-07-19,SYS-COLUMBUS-07,COLUMBUS-141,Northside Townhomes,false,118.7,2.82,42.1,2.9,775,32,9,Feeder serving northside residential area; aging lines contributed to sustained outages.
R825,2022-10-26,SYS-MILWAUK-25,,,true,66.3,1.45,45.7,1.7,32000,68,16,Milwaukee metro utility; outage restoration times improved after system upgrades.
R826,2020-09-24,SYS-SPOKANE-27,SPOKANE-053,Sunset Ridge,false,172.3,3.01,57.2,2.5,634,39,8,Rural feeder with recurring outages due to trees and access delays.
R827,2024-02-23,SYS-JACKSON-28,,,true,18.2,0.67,27.1,0.6,12650,29,4,Jackson system-wide report; improvement in momentary interruption rates this year.
R828,2023-05-04,SYS-OMAHA-20,OMAHA-005,Central Market,false,32.4,1.09,29.7,7.2,2980,15,34,Market area feeder in Omaha; momentary interruptions increased by heavy rainfall.
R829,2022-05-13,SYS-MINNEAP-17,,,true,39.5,1.07,38.6,1.1,20600,44,15,System-wide report for Minneapolis; reliability stable with few outage events.
R830,2021-01-29,SYS-ALBUQRQ-22,ALBUQ-022,Highland Park,false,89.6,2.33,38.5,,1050,28,,Residential feeder for Highland Park; missing momentary data due to reporting gap.
R831,2022-09-02,SYS-SEATTLE-14,,,true,49.7,1.22,41.2,1.4,29400,63,14,"Seattle annual reliability report; moderate performance, reduced restoration times."
R832,2023-04-12,SYS-TAMPA-09,TAMPA-222,Gulfview Estates,false,44.6,1.11,40.2,6.3,2100,12,32,Suburban residential feeder near Tampa coast; spring storms drove momentary rates up.
R833,2024-05-02,SYS-DENVER-21,,,true,53.5,1.19,41.9,1,25850,48,13,Denver metro system-wide; reliability metrics improved over previous years.
R834,2021-06-15,SYS-BIRMINGH-12,BIRMINGH-087,Southside Industrial,false,174.9,2.87,60.9,2.3,910,37,9,Industrial feeder affected by recurring outages and delayed restoration times.
R835,2022-12-27,SYS-SAVANNH-04,,,true,23.7,0.88,26.8,0.9,15800,34,6,Savannah system-wide report; improved reliability after vegetation management.
R836,2020-05-22,SYS-JACKSON-28,JACKSON-121,Northwood Apartments,false,105.2,2.17,,1.8,1200,27,,Feeder serving Northwood Apartments; incomplete reporting for sustained events.
R837,2023-07-19,SYS-TULSA-13,,,true,61.4,1.34,45.8,1.5,45800,97,44,Tulsa metro utility reliability metrics for mid-year report.
R838,2021-08-03,SYS-ROCHEST-23,ROCHEST-291,Westview Villas,false,86.3,2.14,40.4,2.1,980,31,10,Westview Villas feeder; reliability affected by summer storms and aging lines.
R839,2022-04-22,SYS-PORTLND-01,,,true,48.2,1.16,41.5,1.3,27750,51,15,System-wide Portland report; typical spring outage rates.
R840,2024-01-21,SYS-MOBILE-11,MOBILE-428,Eastshore Commercial,false,28.1,0.94,30,6,2780,14,33,Commercial feeder near Mobile port; momentary interruptions due to equipment upgrades.
R841,2021-04-07,SYS-INDIANPL-05,,,true,41.8,0.99,42.2,1.2,21300,43,12,Indianapolis metro system reliability; typical annual performance.
R842,2023-01-11,SYS-MEMPHIS-19,MEMPHIS-210,Eastgate School,false,61.5,1.53,40.2,,1570,18,,School district feeder; missing momentary data for this reporting period.
R843,2022-07-02,SYS-CHICAGO-18,,,true,55.7,1.13,49.2,1.1,41900,62,13,"Chicago system-wide summer report; reliability metrics stable, minor weather disruptions."
R844,2020-10-12,SYS-MILWAUK-25,MILWAUK-081,Parkside Estates,false,64.2,1.26,51.1,7.9,1980,14,35,Residential feeder; momentary interruptions increased by autumn wind events.
R845,2023-08-29,SYS-SPOKANE-27,,,true,23.6,0.82,28.4,0.5,13200,28,3,"Spokane citywide report; strong reliability, minor outages only."
R846,2024-04-18,SYS-ELPASO-08,ELPASO-209,Desert Valley East,false,47.7,1.17,38.1,7.1,2330,13,31,Residential feeder in El Paso; spring dust storms increased momentary events.
R847,2022-06-24,SYS-TORONTO-06,,,true,31.6,0.91,34.7,0.9,18700,34,7,Toronto citywide report; urban grid reliability metrics for annual cycle.
R848,2020-11-21,SYS-FARGO-02,FARGO-110,Northridge Farms,false,124.7,2.87,42.7,2.5,850,29,10,Feeder serving rural edge; outage restoration times increased this year.
R849,2023-03-28,SYS-SAVANNH-04,,,true,41.1,1.04,39.4,1.1,16900,39,8,Savannah system-wide report; spring reliability metrics stable.
R850,2021-12-09,SYS-TULSA-13,TULSA-108,Southwood Apartments,false,62.2,1.47,42.9,,1720,18,,Feeder serving apartment complex; missing momentary data from reporting system.
R1001,2024-04-14,SYS-DENVER-09,,,true,63.2,1.17,54,1.1,52380,129,24,"Annual reliability report for Denver metropolitan system-wide utility, typical urban performance."
R1002,2023-08-10,SYS-OMAHA-02,OMAHA-013,West Maple Feeder,false,111.5,1.38,80.8,1.5,1800,22,6,West Maple feeder experienced above-average outages due to July thunderstorms and construction.
R1003,2022-06-22,SYS-PORTLAND-06,,,true,82.3,0.95,62.2,,44910,99,19,"Annual system-wide review for Portland, lower outage frequency attributed to infrastructure upgrades."
R1004,2021-01-30,SYS-TOPEKA-13,TOPEKA-207,Central Plaza Feeder,false,1342.7,18.9,711.4,7.2,410,210,54,Extreme event: Central Plaza feeder was severely impacted by multiple ice storms and equipment failures.
R1005,2024-02-19,SYS-MOBILE-17,MOBILE-042,Airport Blvd Feeder,false,58.6,0.88,66.5,,1550,16,5,Airport Blvd feeder saw moderate interruptions due to temporary line maintenance.
R1006,2023-11-05,SYS-MEMPHIS-11,MEMPHIS-030,Eastwood Feeder,false,91.4,1.14,80.2,0.5,2000,19,3,Eastwood feeder experienced planned outages for substation upgrades and cable replacements.
R1007,2024-03-21,SYS-BISMARCK-10,BISMARCK-022,Northgate Feeder,false,38.7,1.01,38.3,7.8,3000,16,41,High momentary interruption rate in Northgate feeder attributed to spring wind gusts and line contacts.
R1008,2022-10-09,SYS-ATLANTA-08,,,true,19.9,0.58,34.2,0.7,93300,73,11,Atlanta system-wide report demonstrates improved reliability following protective relay installation.
R1009,2020-07-29,SYS-SPOKANE-05,SPOKANE-301,Riverbend Feeder,false,213.5,1.79,119.2,,1350,27,5,Riverbend feeder outage rates spiked after lightning strikes and aging transformer issues.
R1010,2023-05-16,SYS-TUCSON-15,,,true,74,1.22,60.7,,66980,103,17,"Tucson system-wide annual summary, moderate outages and momentary interruptions."
R1011,2021-08-27,SYS-AMARILLO-20,AMARILLO-021,Canyon Valley Feeder,false,2300.2,33.8,1200,9.6,370,650,67,Outlier: Canyon Valley feeder suffered extensive outages following a wildfire event in August.
R1012,2022-03-11,SYS-ALBUQUERQUE-12,ALBUQUERQUE-105,Sandia Park Feeder,false,178.9,1.55,115.5,0.6,1400,21,7,Rural Sandia Park feeder interruptions increased due to snow accumulation and tree contact.
R1013,2021-06-02,SYS-FRESNO-19,,,true,92.8,1.34,69.2,1.2,57200,115,29,"Fresno system-wide reliability reflected seasonal peaks, with most outages in mid-summer."
R1014,2024-05-02,SYS-BOISE-14,,,true,21.7,0.47,28.5,,38200,34,4,Boise system-wide performance benefited from recent automation upgrades and vegetation management.
R1015,2022-08-14,SYS-CHARLOTTE-01,CHARLOTTE-017,South End Feeder,false,151.2,2.6,58.1,,3200,25,8,South End feeder interruptions mainly due to construction activities and planned upgrades.
R1016,2020-03-31,SYS-LITTLE ROCK-04,LITTLEROCK-079,Hillcrest Feeder,false,173.4,1.42,122.1,0.8,1850,19,7,Hillcrest feeder experienced moderate outages following spring storms and pole replacements.
R1017,2021-12-15,SYS-GREENVILLE-07,GREENVILLE-044,Riverside Feeder,false,51.3,1.01,50.8,8.2,4400,18,39,Riverside feeder had high momentary interruptions due to wind and bird contact incidents.
R1018,2023-09-07,SYS-COLUMBUS-03,,,true,54.9,1.02,62,1.4,78100,89,21,"Columbus system-wide outages distributed evenly, reflecting robust grid reliability."
R1019,2020-10-20,SYS-BIRMINGHAM-18,BIRMINGHAM-008,Red Mountain Feeder,false,426.7,1.85,158.3,2.2,925,41,10,Rural Red Mountain feeder faced high interruption rates due to transformer failures and wildlife.
R1020,2022-12-03,SYS-CHICAGO-16,,,true,49.8,0.77,44.1,,101240,172,32,Chicago system-wide report: urban grid upgrades resulted in lower SAIDI and SAIFI values.
R1021,2023-02-12,SYS-SALT LAKE-21,,,true,13.2,0.31,42.9,0.3,36000,21,3,Salt Lake City system-wide outages substantially reduced after major substation automation.
R1022,2021-04-02,SYS-MINNEAPOLIS-23,,,true,77.6,1.12,69.3,1.3,62440,100,18,Minneapolis system-wide: interruptions peaked in early spring due to ice and wind events.
R1023,2022-02-10,SYS-RALEIGH-24,RALEIGH-211,North Hills Feeder,false,80.1,1.29,62.1,1.6,3900,20,6,"North Hills feeder report: outages mostly weather-related, with some equipment replacements."
R1024,2020-11-17,SYS-SAN JOSE-25,,,true,83.4,1.51,55.2,,91700,138,25,San Jose system-wide report highlights improved restoration time and reduced momentary interruptions.
R1025,2023-07-03,SYS-DALLAS-26,DALLAS-031,Oak Lawn Feeder,false,69.2,1.09,63.6,5.9,4200,14,34,Oak Lawn feeder saw high momentary interruptions due to July thunderstorms and wind storms.
R1026,2024-01-15,SYS-HOUSTON-27,,,true,65.4,1.38,47.9,1.1,98300,123,28,Houston metropolitan system-wide annual report; outages clustered during hurricane season.
R1027,2021-09-13,SYS-JACKSONVILLE-28,JACKSONVILLE-007,Deerwood Feeder,false,112,1.45,77.2,,2350,17,5,Deerwood feeder outages correspond with tree contact and minor flooding events.
R1028,2023-10-08,SYS-SAN DIEGO-29,,,true,35,0.82,42.5,0.9,69210,62,10,San Diego system-wide reliability metrics reflect successful vegetation management program.
R1029,2022-04-18,SYS-PHOENIX-30,PHOENIX-021,Camelback Feeder,false,117.2,1.2,97.7,2.1,1700,18,9,Camelback feeder outages increased due to record high temperatures and equipment overload.
R1030,2021-07-08,SYS-KANSAS CITY-31,KANSASCITY-011,Liberty North Feeder,false,71.4,1.13,63.2,8.6,3950,15,42,Liberty North feeder had above-average momentary interruptions following severe thunderstorms.
R1031,2020-09-25,SYS-INDIANAPOLIS-32,,,true,97.1,1.62,59.8,1.7,84300,144,31,Indianapolis system-wide report; fall wind events led to moderate outage frequency.
R1032,2023-03-06,SYS-TAMPA-33,TAMPA-212,Bayshore Feeder,false,85.6,1.27,67.4,1,2600,13,6,Bayshore feeder experienced scheduled outages due to cable replacement and infrastructure upgrades.
R1033,2022-09-28,SYS-BOSTON-34,,,true,33.4,0.74,45.1,,39240,25,5,Boston system-wide reliability metrics improved after cable upgrades in central districts.
R1034,2020-05-27,SYS-AUSTIN-35,AUSTIN-056,Lakeway Feeder,false,162.8,2.2,74,,1200,26,8,Lakeway feeder outages peaked in late spring due to storm surges and transformer replacements.
R1035,2021-03-03,SYS-MILWAUKEE-36,,,true,56.6,0.89,63.7,1.1,48020,80,15,Milwaukee system-wide outages clustered in late winter following ice accumulation.
R1036,2024-06-08,SYS-ST LOUIS-37,,,true,69.7,1.42,49.1,1.6,75200,99,24,"St Louis system-wide: moderate outages and momentary interruptions, mostly weather-related."
R1037,2022-01-17,SYS-SACRAMENTO-38,,,true,37.3,0.68,54.9,0.9,58500,46,8,Sacramento system-wide report confirms reduced interruption frequency after vegetation clearing.
R1038,2021-10-04,SYS-SANTA FE-39,SANTAFE-111,Canyon Road Feeder,false,65.2,1.02,63.9,7.1,1900,11,37,Canyon Road feeder had high momentary interruptions due to wind and line contact events.
R1039,2023-12-23,SYS-ORLANDO-40,ORLANDO-019,Lake Eola Feeder,false,94.7,1.15,82.2,0.4,2200,15,3,Lake Eola feeder interruptions mainly due to scheduled maintenance and cable replacements.
R1040,2022-07-21,SYS-FORT WORTH-41,FORTWORTH-027,Stockyards Feeder,false,75.1,1.1,68.3,,2100,12,5,Stockyards feeder outages primarily attributed to wildlife and pole replacements.
R1041,2023-06-16,SYS-DES MOINES-42,,,true,28.4,0.66,43.1,0.6,41500,31,6,Des Moines system-wide reliability improvement after new feeder protection deployments.
R1042,2021-02-25,SYS-TULSA-43,,,true,51.9,0.93,55.8,,37800,58,12,Tulsa system-wide: outages concentrated during winter storms and ice accumulation.
R1043,2023-01-08,SYS-RENO-44,,,true,66.2,1.39,47.6,1.2,51200,92,15,Reno system-wide reliability metrics reflect mild winter and minimal outage events.
R1044,2022-05-10,SYS-MADISON-45,MADISON-014,Eastside Feeder,false,69.9,1.08,64.7,6.2,4100,12,31,Eastside feeder high momentary interruptions due to recurring spring wind outages.
R1045,2021-05-19,SYS-MONTGOMERY-46,MONTGOMERY-021,Pine Hill Feeder,false,92.6,1.34,69.1,0.7,1950,15,4,Pine Hill feeder interruptions mainly from summer storms and wildlife contact.
R1046,2023-11-16,SYS-LOUISVILLE-47,,,true,61.5,1.15,53.3,1,39560,76,14,Louisville system-wide annual report; outage frequency was below average for the year.
